;id_reference;type_reference;designation;programme;code_filiere;coeff_avion;magasin;livrable;constituant;famille_code_filiere;norm_mat_inge;norm_mat_fab;indice_manufacturing;avion_impacte_pp;priorite_pp;indice_client_pp;classe_piece_ref_pp;procedes_speciaux_ind;cms_mat_pp;fournisseur_cmde;supplier_cmde;rang_appro;type_cycle;quantite_commande;cycle_negocie;quantite_receptionnee;etat_reference;etat_reference.1;supplier_achat;fournisseur_achat;indice_client.1;autonomie_matiere;autonomie_quincaillerie;quantite_FAI;type_cycle.1;cycle_fil_rouge_1ere_commande;cycle_fil_rouge_recommande;NRC_fil_rouge_total;RC_fil_rouge;cycle_standard_1ere_commande;cycle_standard_recommande;NRC_standard_total;RC_standard;devise;lag_time;date_reception_OMP_new;date_besoin_client_new;date_transmission_proc_new;date_emission_commande_new;date_livraison_contractuelle_new;date_livraison_previsionnelle_S_new;date_reception_effective_new;date_livraison_contractuelle_initiale_new;date_liberation_new;date_affectation_new;total_cycle_duration_new
1304;17858;PE;BEAM, LATERAL;programme_2;code_filiere_14;2.0;magasin_13;True;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.4;;;A;2.0;-;B0BAMS516003K6-01;fournisseur_15;supplier_15;1;Speedshop;2;27.0;2;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;2.0;Speedshop;27.0;38.9047501237;0.029951465;0.007925665;54.0;77.8095002474;0.0405427079029;0.0115291484465;devise_2;-102;1415145600000000000;1415923200000000000;1421625600000000000;1422316800000000000;1424736000000000000;1424736000000000000;1424390400000000000;1424736000000000000;1424736000000000000;1421366400000000000;9590400.0
1305;17881;PE;FRAME FS379 72, FWD LOWER PANEL;programme_2;code_filiere_6;1.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.4;P2_MSN2;P0;A;2.0;-;B0BAMS516003K4-02;fournisseur_18;supplier_18;1;Speedshop;1;45.0;1;Stock Available;Stock disponible;supplier_18;fournisseur_18;A00;False;False;1.0;Speedshop;45.0;45.0;0.055465358927;0.010162363;90.0;90.0;0.0405427079029;0.010162967;devise_2;-53;1415923200000000000;1415923200000000000;1415923200000000000;1416441600000000000;1421971200000000000;1419292800000000000;1419811200000000000;1421971200000000000;1420502400000000000;1416268800000000000;4579200.0
1306;17890;PE;WEB;programme_2;code_filiere_16;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A.4;;;A;2.0;-;B0QQA25012I4-03;fournisseur_15;supplier_15;1;Standard;5;60.0;5;Stock Available;Stock disponible;supplier_12;fournisseur_12;;True;False;5.0;Standard;50.0;55.0;0.035854198;0.003374073;100.0;110.0;0.024078925;0.002035297;devise_2;-546;1416268800000000000;1418601600000000000;1416787200000000000;1458518400000000000;1465776000000000000;1465776000000000000;1465776000000000000;1466035200000000000;1465776000000000000;1458518400000000000;49507200.0
1307;17896;PE;ANGLE, SUPPORT, WHEEL BIN;programme_2;code_filiere_16;1.0;magasin_13;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.4;;;A;2.0;-;B0BAMS516003K4-02;fournisseur_12;supplier_12;1;Speedshop;3;16.0;3;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;3.0;Speedshop;16.0;38.9047501237;0.025664057;0.001305395;32.0;77.8095002474;0.015096504;0.001305395;devise_2;-22;1416268800000000000;1418601600000000000;1416528000000000000;1417564800000000000;1419379200000000000;1419379200000000000;1419897600000000000;1419379200000000000;1420502400000000000;1417478400000000000;4233600.0
1308;17901;PE;ACCUMULATOR BRACKET;programme_2;code_filiere_14;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A.5;;;A;3.0;-;B0QQA25012I5-03;fournisseur_15;supplier_15;1;Standard;10;60.0;10;Stock Available;Stock disponible;supplier_15;fournisseur_15;A00;True;False;10.0;Standard;50.0;55.0;0.032846974;0.002158219;100.0;110.0;0.021050566;0.001314782;devise_2;-812;1416268800000000000;1418601600000000000;1416787200000000000;1478217600000000000;1485388800000000000;1486684800000000000;1486684800000000000;1485388800000000000;1488758400000000000;1478044800000000000;72489600.0
1309;17903;PE;BRACKET;programme_2;code_filiere_14;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A.4;;;A;2.0;-;B0QQA25012I5-03;fournisseur_15;supplier_15;1;Standard;10;60.0;1;Stock Available;Stock disponible;supplier_15;fournisseur_15;A00;True;False;10.0;Standard;50.0;55.0;0.032846974;0.00257652;100.0;110.0;0.021050566;0.001577936;devise_2;-791;1416268800000000000;1418601600000000000;1416787200000000000;1478217600000000000;1485388800000000000;1486684800000000000;1486944000000000000;1485388800000000000;1486944000000000000;1478044800000000000;70675200.0
1310;17903;PE;BRACKET;programme_2;code_filiere_14;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A.4;;;A;2.0;-;B0QQA25012I5-03;fournisseur_15;supplier_15;2;Standard;9;60.0;9;Stock Available;Stock disponible;supplier_15;fournisseur_15;A00;True;False;10.0;Standard;50.0;55.0;0.032846974;0.00257652;100.0;110.0;0.021050566;0.001577936;devise_2;-843;1416268800000000000;1418601600000000000;1416787200000000000;1478217600000000000;1485388800000000000;1491436800000000000;1491436800000000000;1485388800000000000;1491436800000000000;1478044800000000000;75168000.0
1311;18130;PE;TENSION FITTING FS 813 arri<8f>re;programme_2;code_filiere_6;6.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.3;P2_Test1;P0;;2.0;-;B0BAMS516003K4-01;fournisseur_12;supplier_12;2;Speedshop;8;55.0;4;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;12.0;Speedshop;55.0;30.0;0.128320287;0.061929031;110.0;60.0;0.128320287;0.019643722;devise_2;-181;1383696000000000000;1383696000000000000;1385510400000000000;1394755200000000000;1396396800000000000;1397692800000000000;1397692800000000000;1392854400000000000;1399334400000000000;1386028800000000000;15638400.0
1312;18130;PE;TENSION FITTING FS 813 arri<8f>re;programme_2;code_filiere_6;6.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.3;P2_Test1;P0;;2.0;-;B0BAMS516003K4-01;fournisseur_12;supplier_12;1;Speedshop;12;55.0;4;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;12.0;Speedshop;55.0;30.0;0.128320287;0.061929031;110.0;60.0;0.128320287;0.019643722;devise_2;-162;1383696000000000000;1383696000000000000;1385510400000000000;1394755200000000000;1396396800000000000;1396915200000000000;1397174400000000000;1392854400000000000;1397692800000000000;1386028800000000000;13996800.0
1313;18141;PE;A-Bracket;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_Test1;;;3.0;-;B0QQA2505A0-04;fournisseur_11;supplier_11;1;Standard;1;24.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;1.0;Standard;200.93254717;38.9047501237;0.020448215;0.002505114;401.86509434;77.8095002474;0.013632143;0.001252557;devise_2;-73;1385424000000000000;1386460800000000000;1385424000000000000;1390953600000000000;1392595200000000000;1392595200000000000;1392681600000000000;1387238400000000000;1392768000000000000;1386288000000000000;7344000.0
1314;18142;PE;A-Bracket;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_Test1;;;3.0;-;B0QQA2505A0-04;fournisseur_11;supplier_11;1;Standard;1;24.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;1.0;Standard;200.93254717;38.9047501237;0.020448215;0.002633434;401.86509434;77.8095002474;0.013632143;0.001316717;devise_2;-73;1385424000000000000;1386460800000000000;1385424000000000000;1390953600000000000;1392595200000000000;1392595200000000000;1392681600000000000;1387238400000000000;1392768000000000000;1386288000000000000;7344000.0
1315;18173;PE EQUIPEE;BRACKET;programme_2;code_filiere_14;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;-;P2_Test1;;;3.0;-;B0QQA25012I4-03;fournisseur_12;supplier_12;1;Standard;1;38.0;1;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;1.0;Standard;200.93254717;38.9047501237;0.056626988;0.009812728;401.86509434;77.8095002474;0.056626988;0.005117715;devise_2;-158;1386720000000000000;1389398400000000000;1387152000000000000;1395878400000000000;1389571200000000000;1401667200000000000;1402012800000000000;1391040000000000000;1403049600000000000;1387411200000000000;16329600.0
1316;18188;PE;HYDRAULIC BRACKET;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_Test1;;;3.0;144-005;B0QQA2505A0-04;fournisseur_11;supplier_11;1;Speedshop;1;20.0;1;Stock Available;Stock disponible;supplier_25;fournisseur_25;;False;False;1.0;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;devise_2;-38;1386892800000000000;1389571200000000000;1386892800000000000;1392595200000000000;1392940800000000000;1392940800000000000;1392854400000000000;1389744000000000000;1392854400000000000;1386892800000000000;5961600.0
1317;18236;PE;SKIN, AFT LOWER PANEL;programme_2;code_filiere_57;1.0;magasin_13;False;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;F.3;P2_MSN1;P0;;1.0;-;;fournisseur_17;supplier_17;1;Standard;1;80.0;1;Stock Available;Stock disponible;supplier_17;fournisseur_17;;False;False;1.0;Speedshop;200.93254717;38.9047501237;0.982827726;0.25915686;401.86509434;77.8095002474;0.0405427079029;0.256036715;devise_2;-182;1383177600000000000;1392940800000000000;1383177600000000000;1383177600000000000;1391126400000000000;1392336000000000000;1393372800000000000;1393545600000000000;1408665600000000000;1383177600000000000;25488000.0
1318;18239;PE;TEST - STGR FWD UPPER PANEL;programme_2;code_filiere_19;8.0;magasin_14;False;False;famille_code_filiere_3;B0531047HA;B0531047HA;-;;P0;;2.0;-;B0531047HA;fournisseur_12;supplier_12;1;Speedshop;8;30.0;7;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;16.0;Speedshop;30.0;30.0;0.027656796;0.010686309;60.0;60.0;0.027656796;0.010686363;devise_2;-109;1384214400000000000;1384128000000000000;1386115200000000000;1392163200000000000;1392076800000000000;1393545600000000000;1392768000000000000;1390262400000000000;1393545600000000000;1386288000000000000;9331200.0
1319;18252;PE;FRAME FS379 22, FWD UPPER PANEL;programme_2;code_filiere_6;1.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;-;P2_MSN1;P0;;2.0;-;B0BAMS516003K4-02;fournisseur_12;supplier_12;1;Speedshop;2;55.0;2;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;2.0;Speedshop;55.0;30.0;0.128320287;0.070921113;110.0;60.0;0.128320287;0.028635804;devise_2;-99;1386720000000000000;1389657600000000000;1388016000000000000;1394755200000000000;1397174400000000000;1397520000000000000;1397174400000000000;1395014400000000000;1398211200000000000;1388102400000000000;11491200.0
1320;18256;PE;BRACKET;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_Test1;;;3.0;-;B0QQA2505A0-04;fournisseur_11;supplier_11;1;Speedshop;1;20.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;-47;1386115200000000000;1388793600000000000;1386115200000000000;1392595200000000000;1392940800000000000;1392940800000000000;1392854400000000000;1389744000000000000;1392854400000000000;-9223372036854775808;6739200.0
1321;18258;PE;HYDRAULIC BRACKET;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_Test1;;;3.0;-;B0QQA2505A0-04;fournisseur_11;supplier_11;1;Speedshop;1;20.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;-57;1386201600000000000;1388880000000000000;1386201600000000000;1392595200000000000;1392940800000000000;1392940800000000000;1393372800000000000;1389744000000000000;1393804800000000000;-9223372036854775808;7603200.0
1322;18259;PE;HYDRAULIC BRACKET;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_Test1;;;3.0;-;B0QQA2505A0-04;fournisseur_11;supplier_11;1;Speedshop;1;20.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;-46;1386201600000000000;1388880000000000000;1386201600000000000;1392595200000000000;1392940800000000000;1392940800000000000;1392854400000000000;1389744000000000000;1392854400000000000;-9223372036854775808;6652800.0
1323;18264;PE;SKIN, FWD LAT PANEL;programme_2;code_filiere_57;2.37032737404;magasin_15;False;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;E.2;P2_MSN1;P0;;1.0;-;B0BAMS516024P2-01;fournisseur_17;supplier_17;1;Speedshop;1;35.0;1;Stock Available;Stock disponible;supplier_17;fournisseur_17;A00;False;False;1.0;Speedshop;25.0;38.9047501237;0.513148451;0.833783712;50.0;77.8095002474;0.513148451;0.592167481;devise_2;-60;1389657600000000000;1397433600000000000;1389916800000000000;1392336000000000000;1402272000000000000;1402012800000000000;1402617600000000000;1395964800000000000;1402617600000000000;1383177600000000000;12960000.0
1324;18360;PE;AFT LHS PANEL;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;D.2;P2_MSN1;P0;;1.0;-;;fournisseur_2;supplier_2;4;Speedshop;1;25.0;1;Stock Available;Stock disponible;supplier_2;fournisseur_2;A00;False;False;1.0;Speedshop;25.0;38.9047501237;0.513148451;0.634811871;50.0;77.8095002474;0.513148451;0.424973694;devise_2;-206;1392854400000000000;1409529600000000000;1396828800000000000;1383177600000000000;1423872000000000000;1424736000000000000;1424908800000000000;1423872000000000000;1427328000000000000;1383177600000000000;34473600.0
1325;18360;PE;AFT LHS PANEL;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;D.2;P2_MSN1;P0;;1.0;-;;fournisseur_2;supplier_2;2;Speedshop;1;25.0;1;Stock Available;Stock disponible;supplier_2;fournisseur_2;A00;False;False;1.0;Speedshop;25.0;38.9047501237;0.513148451;0.634811871;50.0;77.8095002474;0.513148451;0.424973694;devise_2;-134;1392854400000000000;1409529600000000000;1396828800000000000;1396396800000000000;1403222400000000000;1421107200000000000;1421107200000000000;1400198400000000000;1421107200000000000;1383177600000000000;28252800.0
1326;18405;PE;FLOOR SILL ASSY;programme_2;code_filiere_16;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A3;P2_MSN1;P0;;2.0;144-005;B0QQA25012I4-01;fournisseur_12;supplier_12;1;Speedshop;5;45.0;5;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;5.0;Speedshop;35.0;35.0;0.060114281;0.008414188;70.0;70.0;0.060114281;0.003719175;devise_2;-128;1387756800000000000;1391472000000000000;1387843200000000000;1400025600000000000;1400630400000000000;1401062400000000000;1401235200000000000;1392595200000000000;1402531200000000000;1388102400000000000;14774400.0
1327;18406;PE;FLOOR SILL ASSY;programme_2;code_filiere_16;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A3;P2_MSN1;P0;;2.0;144-005;B0QQA25012I4-01;fournisseur_12;supplier_12;1;Speedshop;5;45.0;5;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;5.0;Speedshop;35.0;35.0;0.060114281;0.008414188;70.0;70.0;0.060114281;0.003719175;devise_2;-114;1387756800000000000;1391472000000000000;1387843200000000000;1400025600000000000;1400630400000000000;1401062400000000000;1400803200000000000;1392595200000000000;1401321600000000000;1388102400000000000;13564800.0
1328;18850;S/S ENSEMBLE;BRACKET ASSY, LIGHT;programme_2;code_filiere_37;2.0;magasin_13;True;False;famille_code_filiere_5;-;;-;P2_MSN1;P1;;2.12111947319;;;fournisseur_15;supplier_15;1;Speedshop;2;35.0;2;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;2.0;Speedshop;35.0;35.0;0.014571901;0.017425593;70.0;70.0;0.014571901;0.005688061;devise_2;-482;1408579200000000000;1389744000000000000;1408579200000000000;1414108800000000000;1430179200000000000;1430179200000000000;1429660800000000000;1415318400000000000;1431388800000000000;1411084800000000000;22809600.0
1329;18851;S/S ENSEMBLE;BRACKET ASSY, LIGHT;programme_2;code_filiere_37;2.0;magasin_13;True;False;famille_code_filiere_5;-;;-;P2_MSN1;P1;;2.12111947319;;;fournisseur_15;supplier_15;1;Speedshop;2;35.0;2;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;2.0;Speedshop;35.0;35.0;0.014571901;0.017425593;70.0;70.0;0.014571901;0.005688061;devise_2;-482;1408579200000000000;1389744000000000000;1408579200000000000;1414108800000000000;1430179200000000000;1430179200000000000;1429747200000000000;1415318400000000000;1431388800000000000;1411084800000000000;22809600.0
1330;18883;PE EQUIPEE;BRACKET ASSY  FUEL;programme_2;code_filiere_10;2.0;magasin_14;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A;P2_MSN5;P0;A00;2.0;BAPS: 144-005, 188-000, 145-002;B0QQA2505A0-02;fournisseur_13;supplier_13;1;Standard;10;47.0;10;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;10.0;Standard;37.0;25.0;0.018475073;0.001266614;74.0;50.0;0.011096774;0.000705798;devise_1;-120;1464739200000000000;1468886400000000000;1465948800000000000;1466380800000000000;1478131200000000000;1479254400000000000;1479254400000000000;1471996800000000000;1479254400000000000;1466380800000000000;14515200.0
1331;18907;PE EQUIPEE;BRACKET ASSY  FUEL;programme_2;code_filiere_14;1.0;magasin_14;True;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;C;P2_MSN5;P0;C00;2.0;BAPS : 144-005, 188-001, 176-002, 145-002;B0QQA25012I4-03;fournisseur_15;supplier_15;1;Standard;5;67.0;5;Stock Available;Stock disponible;supplier_15;fournisseur_15;C00;True;False;5.0;Standard;57.0;62.0;0.041062492;0.002398268;114.0;124.0;0.028532393;0.001463335;devise_2;-76;1464739200000000000;1468886400000000000;1465862400000000000;1467158400000000000;1470614400000000000;1475452800000000000;1475452800000000000;1470614400000000000;1475452800000000000;1466121600000000000;10713600.0
1332;18970;PE EQUIPEE;BRACKET ASSY  FUEL;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;B;P2_MSN5;P0;B00;2.0;BAPS: 144-005, 188-001, 176-002;B0QQA25012I3-02;fournisseur_15;supplier_15;1;Standard;5;67.0;1;Stock Available;Stock disponible;supplier_15;fournisseur_15;B00;True;False;5.0;Standard;57.0;62.0;0.041062492;0.001622798;114.0;124.0;0.028532393;0.00097851;devise_2;-57;1464739200000000000;1468886400000000000;1465862400000000000;1467158400000000000;1474848000000000000;1473811200000000000;1473811200000000000;1474848000000000000;1473811200000000000;1466121600000000000;9072000.0
1333;18971;PE EQUIPEE;BRACKET ASSY  FUEL;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;B;P2_MSN5;P0;B00;2.0;BAPS: 144-005, 188-001, 176-002;B0QQA25012I3-02;fournisseur_15;supplier_15;1;Standard;5;67.0;5;Stock Available;Stock disponible;supplier_15;fournisseur_15;B00;True;False;5.0;Standard;57.0;62.0;0.041062492;0.001622798;114.0;124.0;0.028532393;0.00097851;devise_2;-79;1464739200000000000;1468886400000000000;1465862400000000000;1467158400000000000;1474848000000000000;1475712000000000000;1475712000000000000;1474848000000000000;1475712000000000000;1466121600000000000;10972800.0
1334;19083;PE EQUIPEE;BRACKET ASSY  ELEC;programme_2;code_filiere_10;7.0;magasin_4;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A;P2_MSN5;P0;A00;2.0;BAPS: 144-005, 188-000;B0QQA2505A0-01;fournisseur_13;supplier_13;2;Standard;32;47.0;32;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;35.0;Standard;37.0;25.0;0.018475073;0.00102497;74.0;50.0;0.011096774;0.000542855;devise_1;-236;1464739200000000000;1468195200000000000;1466121600000000000;1466380800000000000;1471996800000000000;1489104000000000000;1488585600000000000;1471996800000000000;1488585600000000000;1466380800000000000;23846400.0
1335;19083;PE EQUIPEE;BRACKET ASSY  ELEC;programme_2;code_filiere_10;7.0;magasin_4;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A;P2_MSN5;P0;A00;2.0;BAPS: 144-005, 188-000;B0QQA2505A0-01;fournisseur_13;supplier_13;1;Standard;14;47.0;14;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;35.0;Standard;37.0;25.0;0.018475073;0.00102497;74.0;50.0;0.011096774;0.000542855;devise_1;-119;1464739200000000000;1468195200000000000;1466121600000000000;1466380800000000000;1471996800000000000;1478476800000000000;1478476800000000000;1471996800000000000;1478476800000000000;1466380800000000000;13737600.0
1336;19084;PE EQUIPEE;BRACKET ASSY  ELEC;programme_2;code_filiere_10;3.0;magasin_4;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A;P2_MSN5;P0;A00;2.0;BAPS: 144-005, 188-000;B0QQA2505A0-02;fournisseur_13;supplier_13;1;Standard;15;47.0;15;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;15.0;Standard;37.0;25.0;0.018475073;0.00102497;74.0;50.0;0.011096774;0.000542855;devise_1;-31;1464739200000000000;1474243200000000000;1466467200000000000;1467072000000000000;1472688000000000000;1476921600000000000;1476921600000000000;1472688000000000000;1476921600000000000;1466726400000000000;12182400.0
1337;19096;PE EQUIPEE;BRACKET ASSY  HYDRAULIC;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A;P2_MSN5;P0;A00;2.0;BAPS: 144-005, 188-001, 176-002;B0QQA25012I4-01;fournisseur_15;supplier_15;1;Standard;5;67.0;4;Stock Available;Stock disponible;supplier_15;fournisseur_15;A00;True;False;5.0;Standard;57.0;62.0;0.041062492;0.001635535;114.0;124.0;0.028532393;0.000987002;devise_2;-84;1464739200000000000;1468886400000000000;1465862400000000000;1467158400000000000;1470614400000000000;1476144000000000000;1476144000000000000;1470614400000000000;1476144000000000000;1466121600000000000;11404800.0
1338;19096;PE EQUIPEE;BRACKET ASSY  HYDRAULIC;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A;P2_MSN5;P0;A00;2.0;BAPS: 144-005, 188-001, 176-002;B0QQA25012I4-01;fournisseur_15;supplier_15;2;Standard;1;67.0;1;Stock Available;Stock disponible;supplier_15;fournisseur_15;A00;True;False;5.0;Standard;57.0;62.0;0.041062492;0.001635535;114.0;124.0;0.028532393;0.000987002;devise_2;-142;1464739200000000000;1468886400000000000;1465862400000000000;1467158400000000000;1474416000000000000;1481155200000000000;1481155200000000000;1470614400000000000;1481155200000000000;1466121600000000000;16416000.0
1339;19126;PE;DOUBLER WINDOW FRAMING, LAT PANEL;programme_2;code_filiere_61;1.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;C.4;P2_MSN1;P0;C;2.0;144-005;B0BAMS516024P1-03;fournisseur_17;supplier_17;1;Speedshop;5;25.0;2;Stock Available;Stock disponible;supplier_17;fournisseur_17;B00;False;False;5.0;Speedshop;30.0;25.0;0.01019014;0.020633147;60.0;50.0;0.033665205;0.015541851;devise_2;-59;1392940800000000000;1397779200000000000;1397606400000000000;1397692800000000000;1401840000000000000;1401840000000000000;1401753600000000000;1401235200000000000;1402876800000000000;-9223372036854775808;9936000.0
1340;19127;PE;STRINGER RUN-OUT STGR20 gauche;programme_2;code_filiere_19;1.0;magasin_13;False;False;famille_code_filiere_3;B0502028BE;B0502028BE;E.2;P2_MSN1;P0;C;2.0;-;B0502028BE;fournisseur_12;supplier_12;1;Speedshop;2;26.0;2;Stock Available;Stock disponible;supplier_12;fournisseur_12;C00;False;False;2.0;Speedshop;26.0;26.0;0.019670745;0.004267373;52.0;52.0;0.019670745;0.004272764;devise_2;105;1383696000000000000;1410739200000000000;1395705600000000000;1387152000000000000;1400112000000000000;1400803200000000000;1401148800000000000;1387411200000000000;1401667200000000000;1384300800000000000;17971200.0
1341;19128;PE;STRINGER RUN-OUT STGR20 droite;programme_2;code_filiere_19;1.0;magasin_13;False;False;famille_code_filiere_3;B0502028BE;B0502028BE;E.2;P2_MSN1;P0;C;2.0;-;B0502028BE;fournisseur_12;supplier_12;1;Speedshop;2;26.0;2;Stock Available;Stock disponible;supplier_12;fournisseur_12;C00;False;False;2.0;Speedshop;26.0;26.0;0.019670745;0.004253591;52.0;52.0;0.019670745;0.004295559;devise_2;96;1383782400000000000;1410739200000000000;1395705600000000000;1387152000000000000;1400112000000000000;1400803200000000000;1401148800000000000;1387843200000000000;1402444800000000000;1384473600000000000;18662400.0
1342;19130;PE;STIFFENER, BL 9;programme_2;code_filiere_14;2.0;magasin_13;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A6;P2_MSN1;P0;C;2.0;144-005;B0BAMS516003K8-01;fournisseur_9;supplier_9;1;Speedshop;10;20.0;10;Stock Available;Stock disponible;supplier_9;fournisseur_9;C00;False;False;10.0;Speedshop;50.0;20.0;0.038858402;0.074309222;100.0;40.0;0.025905602;0.049539481;devise_2;-42;1391558400000000000;1394150400000000000;1391990400000000000;1393200000000000000;1395187200000000000;1395792000000000000;1395792000000000000;1395187200000000000;1397779200000000000;1392768000000000000;6220800.0
1343;19135;PE;STRAP WING JUNCTION;programme_2;code_filiere_6;1.0;magasin_14;False;False;famille_code_filiere_4;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.3;P2_MSN1;P0;C;2.0;-;B0QQA2504B4-01;fournisseur_18;supplier_18;1;Standard;2;35.0;2;Stock Available;Stock disponible;supplier_18;fournisseur_18;C00;False;False;2.0;Speedshop;35.0;35.0;0.021135106;0.011869476;70.0;70.0;0.021135106;0.011869476;devise_2;-42;1395705600000000000;1397433600000000000;1395705600000000000;1396396800000000000;1400457600000000000;1400198400000000000;1400716800000000000;1400457600000000000;1401062400000000000;1395964800000000000;5356800.0
1344;19136;PE;STRAP WING JUNCTION;programme_2;code_filiere_6;1.0;magasin_14;False;False;famille_code_filiere_4;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.3;P2_MSN1;P0;C;2.0;-;B0QQA2504B4-01;fournisseur_18;supplier_18;1;Standard;2;35.0;2;Stock Available;Stock disponible;supplier_18;fournisseur_18;C00;False;False;2.0;Speedshop;35.0;35.0;0.021135106;0.011869476;70.0;70.0;0.021135106;0.011869476;devise_2;-55;1395705600000000000;1398297600000000000;1395705600000000000;1396396800000000000;1400457600000000000;1400198400000000000;1400716800000000000;1400457600000000000;1403049600000000000;1395964800000000000;7344000.0
